id,module_fqcn,chunk_type,stable_id,question,expected_type,expected_default,expected_choices,expected_deprecated,expected_alternative,ansible_core_version,generated_at
67f60014-aa2e-402c-b6f2-39fb7c1a0fc1,ansible.builtin.copy,parameter,ansible.builtin.copy::param::owner,"What data types or formats are accepted for the owner parameter — a username string, a numeric UID, or other forms?",str,,"",,,2.21.3,2026-08-18T12:17:47Z
84498cc6-2a2f-4608-b8a7-5e54ce653475,ansible.builtin.copy,parameter,ansible.builtin.copy::param::owner,"If the owner parameter is left unspecified, what default ownership behavior or value is applied?",str,,"",,,2.21.3,2026-08-18T12:17:47Z
54d150fb-eeb9-4faa-a434-fc551a369a20,ansible.builtin.copy,parameter,ansible.builtin.copy::param::owner,"What values are considered valid for the owner parameter, and are there any caveats (for example, regarding purely numeric usernames being treated as UIDs)?",str,,"",,,2.21.3,2026-08-18T12:17:47Z
ac5a23d6-6374-4cda-a057-c7e81c063fb0,ansible.builtin.copy,parameter,ansible.builtin.copy::param::backup,What data type does the backup parameter accept in the ansible.builtin.copy module?,bool,false,"",,,2.21.3,2026-08-18T12:17:47Z
54d21a82-6f17-4be6-9f43-22c2106e65aa,ansible.builtin.copy,parameter,ansible.builtin.copy::param::backup,What is the default value for the backup parameter?,bool,false,"",,,2.21.3,2026-08-18T12:17:47Z
018652f7-dc26-43f4-aec7-f475df932ee6,ansible.builtin.copy,parameter,ansible.builtin.copy::param::backup,What are the valid choices or allowed values for the backup parameter?,bool,false,"",,,2.21.3,2026-08-18T12:17:47Z
309fe9aa-33f2-4c4d-bf6b-65d528ff0b01,ansible.builtin.copy,parameter,ansible.builtin.copy::param::follow,What is the data type of the follow parameter for the ansible.builtin.copy module?,bool,false,"",,,2.21.3,2026-08-18T12:17:47Z
e96de447-2cc8-4caa-8bd3-465b9de6eaeb,ansible.builtin.copy,parameter,ansible.builtin.copy::param::follow,What is the default value for the follow parameter in ansible.builtin.copy?,bool,false,"",,,2.21.3,2026-08-18T12:17:47Z
3564a4ad-911c-4b86-ab5b-7bbe3832871d,ansible.builtin.copy,parameter,ansible.builtin.copy::param::follow,What valid values or choices are accepted for the follow parameter of the ansible.builtin.copy module?,bool,false,"",,,2.21.3,2026-08-18T12:17:47Z
b8c1c725-5f7e-4c44-bdbe-8bf4083edc65,ansible.builtin.copy,parameter,ansible.builtin.copy::param::serole,What type of value does the serole parameter accept in ansible.builtin.copy?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
1dc80767-e379-4c8c-a03b-9a6017a6e2a2,ansible.builtin.copy,parameter,ansible.builtin.copy::param::serole,What is the default value for the serole parameter?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
188e4df9-ca36-4ec4-8b0b-d61f95baf007,ansible.builtin.copy,parameter,ansible.builtin.copy::param::serole,What are the valid choices or allowed values for the serole parameter?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
e5c872a2-0434-40a2-86fb-7a0c40ac0541,ansible.builtin.copy,parameter,ansible.builtin.copy::param::setype,What does the setype parameter specify for the SELinux filesystem object context in the ansible.builtin.copy module?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
a4362d82-5e3f-4385-b60b-ac02dd80518a,ansible.builtin.copy,parameter,ansible.builtin.copy::param::setype,What is the default value of the setype parameter?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
9da7aa33-e821-4cc1-84e4-d75d824cdcb2,ansible.builtin.copy,parameter,ansible.builtin.copy::param::setype,What are the valid choices or acceptable values for the setype parameter?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
e105e263-0fc5-4e84-863b-0cd99d9085a9,ansible.builtin.copy,parameter,ansible.builtin.copy::param::seuser,What type of value does the seuser parameter accept in ansible.builtin.copy?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
3f0afffc-26cf-4f10-b410-c74ae2b7c24d,ansible.builtin.copy,parameter,ansible.builtin.copy::param::seuser,What is the default value used for the seuser parameter if it is not set?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
1167193a-3039-47d2-aecd-feb7e554b291,ansible.builtin.copy,parameter,ansible.builtin.copy::param::seuser,What are the valid choices or allowable values for the seuser parameter?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
e090e98c-c31d-46f4-8c78-c3a9b600e57d,ansible.builtin.copy,parameter,ansible.builtin.copy::param::content,What data type does the ansible.builtin.copy module's content parameter accept?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
86f2a69b-d853-4d90-8e25-0da1dbcebfd3,ansible.builtin.copy,parameter,ansible.builtin.copy::param::content,What is the default value of the content parameter in ansible.builtin.copy?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
e8cb2e95-5461-4231-ac06-dbf850a89b6c,ansible.builtin.copy,parameter,ansible.builtin.copy::param::content,What are the valid choices or allowed formats for the content parameter (are there specific constraints on values it can take)?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
c816f5a2-395b-4893-934f-0a281d1281bd,ansible.builtin.copy,parameter,ansible.builtin.copy::param::decrypt,"In the ansible.builtin.copy module, what type of value does the decrypt parameter accept?",bool,true,"",,,2.21.3,2026-08-18T12:17:47Z
f07e169c-8431-47d9-9eef-c1a8a303633a,ansible.builtin.copy,parameter,ansible.builtin.copy::param::decrypt,What is the default value of the decrypt parameter for ansible.builtin.copy?,bool,true,"",,,2.21.3,2026-08-18T12:17:47Z
a82a57b7-5e48-4c2c-8fad-55b6b51a58bf,ansible.builtin.copy,parameter,ansible.builtin.copy::param::decrypt,What are the valid choices or allowed values for the decrypt parameter in ansible.builtin.copy?,bool,true,"",,,2.21.3,2026-08-18T12:17:47Z
3587d4eb-bfbe-4d9f-81a9-4a2583264530,ansible.builtin.copy,parameter,ansible.builtin.copy::param::selevel,"What type of value does the selevel parameter accept (for example, string, boolean, list, etc.)?",str,,"",,,2.21.3,2026-08-18T12:17:47Z
57b395c1-3617-4de9-b841-4079ab8fd098,ansible.builtin.copy,parameter,ansible.builtin.copy::param::selevel,What is the default value for the selevel parameter when it is not explicitly set?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
ef6c4ef0-efe7-4bb9-b810-819e2db60332,ansible.builtin.copy,parameter,ansible.builtin.copy::param::selevel,What are the valid choices or allowed values for the selevel parameter?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
5b0e7e67-4968-4e27-b729-42a293bffbc2,ansible.builtin.copy,parameter,ansible.builtin.copy::param::checksum,What type of value is expected for the checksum parameter in ansible.builtin.copy?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
95dda8c1-4eb3-4ae5-a7c5-8b17adbdc8e0,ansible.builtin.copy,parameter,ansible.builtin.copy::param::checksum,"If the checksum parameter is not provided, what default value or behavior applies?",str,,"",,,2.21.3,2026-08-18T12:17:47Z
1089fabb-7ccc-43cc-84ae-a350a2afe16d,ansible.builtin.copy,parameter,ansible.builtin.copy::param::checksum,What valid choices or formats are accepted for the checksum parameter?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
6c44fa37-22a9-4b52-b5a3-67ccd2a95221,ansible.builtin.copy,parameter,ansible.builtin.copy::param::validate,What type of value does the validate parameter accept?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
46ea899f-0e32-4cc3-b1d6-1c02b7abfeda,ansible.builtin.copy,parameter,ansible.builtin.copy::param::validate,What is the default value of the validate parameter if it is not specified?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
4142a3f2-74ae-42de-9357-80f43005f959,ansible.builtin.copy,parameter,ansible.builtin.copy::param::validate,What are the valid choices or allowed formats for the validate parameter?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
750e32f1-9c47-4885-838e-8c318cd8eb2d,ansible.builtin.copy,parameter,ansible.builtin.copy::param::attributes,What data type should be passed for the attributes parameter of ansible.builtin.copy?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
8722f961-53a2-4091-9656-d571b1d55ad7,ansible.builtin.copy,parameter,ansible.builtin.copy::param::attributes,"If I omit the attributes parameter, what is its default value?",str,,"",,,2.21.3,2026-08-18T12:17:47Z
99e32eb3-4265-4de2-9ab6-b624cdd2b207,ansible.builtin.copy,parameter,ansible.builtin.copy::param::attributes,What valid choices or format are accepted for the attributes string (which flags or operators can be used)?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
506a55a6-876f-4876-9284-bc4cc9531211,ansible.builtin.copy,parameter,ansible.builtin.copy::param::remote_src,What type of value should be provided for the remote_src parameter of ansible.builtin.copy?,bool,false,"",,,2.21.3,2026-08-18T12:17:47Z
3e1d3629-56cc-4c61-a29e-5f8fc0a6c0a1,ansible.builtin.copy,parameter,ansible.builtin.copy::param::remote_src,What is the default value of the remote_src parameter?,bool,false,"",,,2.21.3,2026-08-18T12:17:47Z
20774988-2b66-43bb-bfff-7f2d43a55990,ansible.builtin.copy,parameter,ansible.builtin.copy::param::remote_src,What valid choices or acceptable values can remote_src take?,bool,false,"",,,2.21.3,2026-08-18T12:17:47Z
2ec4a905-71ef-4ae4-88df-604523ac37cd,ansible.builtin.copy,parameter,ansible.builtin.copy::param::local_follow,What is the data type of the local_follow parameter for the ansible.builtin.copy module?,bool,,"",,,2.21.3,2026-08-18T12:17:47Z
45b8d708-89a4-4d22-8576-a18a51a9ec24,ansible.builtin.copy,parameter,ansible.builtin.copy::param::local_follow,What is the default value of local_follow in the ansible.builtin.copy module?,bool,,"",,,2.21.3,2026-08-18T12:17:47Z
67f2e336-5aa8-47c3-8e29-d937313cfa35,ansible.builtin.copy,parameter,ansible.builtin.copy::param::local_follow,What valid choices or values can be set for the local_follow option in ansible.builtin.copy?,bool,,"",,,2.21.3,2026-08-18T12:17:47Z
541014c0-d756-46ce-8f3f-5cf0e716d250,ansible.builtin.copy,parameter,ansible.builtin.copy::param::unsafe_writes,What data type does the unsafe_writes parameter accept in the ansible.builtin.copy module?,bool,false,"",,,2.21.3,2026-08-18T12:17:47Z
64c59699-cee3-4117-90c7-e62dd47348f1,ansible.builtin.copy,parameter,ansible.builtin.copy::param::unsafe_writes,What is the default value of the unsafe_writes option for ansible.builtin.copy?,bool,false,"",,,2.21.3,2026-08-18T12:17:47Z
57246cea-7712-4cab-8225-c35d2159994a,ansible.builtin.copy,parameter,ansible.builtin.copy::param::unsafe_writes,What are the valid choices or allowed values for the unsafe_writes parameter?,bool,false,"",,,2.21.3,2026-08-18T12:17:47Z
0d00dd00-4a89-4c28-8ba0-0f9563387994,ansible.builtin.copy,parameter,ansible.builtin.copy::param::directory_mode,What type of value does the directory_mode parameter accept in the ansible.builtin.copy module?,raw,,"",,,2.21.3,2026-08-18T12:17:47Z
01e769b9-0366-4c7d-be39-b9c11b63833b,ansible.builtin.copy,parameter,ansible.builtin.copy::param::directory_mode,What is the default value or behavior when directory_mode is not set?,raw,,"",,,2.21.3,2026-08-18T12:17:47Z
f558189c-620e-4163-bc7e-4cee36d3b5e7,ansible.builtin.copy,parameter,ansible.builtin.copy::param::directory_mode,"What valid formats or choices are accepted for the directory_mode parameter (i.e., what syntax is allowed)?",raw,,"",,,2.21.3,2026-08-18T12:17:47Z
c1434d5b-4228-44ce-8f46-5ba28e210afc,ansible.builtin.copy,overview,ansible.builtin.copy::overview,"Is the Ansible module ansible.builtin.copy deprecated, and if so, what should be used instead?",,,"",false,,2.21.3,2026-08-18T12:17:47Z
8ece1906-c63a-4e70-adea-0b5c4d5e3d83,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::syn,What is the data type of the syn parameter for the ansible.builtin.iptables module?,str,ignore,ignore|match|negate,,,2.21.3,2026-08-18T12:17:47Z
9a6af6ac-1f88-424d-9927-7c05af9484c6,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::syn,What is the default value for the syn parameter if it is not specified?,str,ignore,ignore|match|negate,,,2.21.3,2026-08-18T12:17:47Z
ac8f6b02-82f5-478e-ba2a-27382a6a00e8,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::syn,What valid choices are accepted for the syn parameter in the ansible.builtin.iptables module?,str,ignore,ignore|match|negate,,,2.21.3,2026-08-18T12:17:47Z
367c9ebf-6261-4e5d-b514-fcff1e44f21e,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::goto,What data type is the 'goto' parameter for the ansible.builtin.iptables module expected to be?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
2edfdd25-bbfa-45dd-a0ab-f873e79dfa4a,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::goto,What is the default value of the 'goto' parameter in the ansible.builtin.iptables module?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
e1b85666-7d74-496c-bd80-4c848df22295,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::goto,What are the valid choices or allowed values for the 'goto' parameter in the ansible.builtin.iptables module?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
663de05a-648c-4c3e-ace9-85b712a5b003,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::jump,What data type does the jump parameter accept?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
45f98253-1fd7-4f78-b412-af609bb2a1b2,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::jump,What is the default value of the jump parameter if it is omitted?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
dc431489-3bb3-42e9-831e-7eb8ba3e584b,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::jump,What are the valid choices or allowed values for the jump parameter?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
d7975499-252f-4270-ac8f-fb387c968477,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::wait,What type of value does the wait parameter accept in the ansible.builtin.iptables module?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
5c5b2dfb-f19a-498c-883a-a098f8bb63e8,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::wait,What is the default value for the wait parameter?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
a40bf1bc-cc0a-41ca-a430-ddba08313478,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::wait,What are the valid choices or acceptable value range for the wait parameter?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
835af293-b27a-49b7-b9f9-770123870a31,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::chain,What data type should be provided for the 'chain' parameter of the ansible.builtin.iptables module?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
3c32eaf7-12be-4d39-9297-bcd2c1d15c86,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::chain,"If the 'chain' parameter is omitted, what default value does the module use?",str,,"",,,2.21.3,2026-08-18T12:17:47Z
975d265e-fdaa-48d4-b098-4fedd49f3aa5,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::chain,What are the valid choices for the 'chain' parameter — which standard chain names or user-defined chains are accepted?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
d0039b6e-a833-4736-9cfb-e03b2003f904,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::flush,What is the data type of the 'flush' parameter for the ansible.builtin.iptables module?,bool,false,"",,,2.21.3,2026-08-18T12:17:47Z
e8b64b0b-acba-47b4-9493-71c622c9a317,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::flush,What is the default value of the 'flush' parameter in the ansible.builtin.iptables module?,bool,false,"",,,2.21.3,2026-08-18T12:17:47Z
46a8fa94-8406-4f94-9749-6a99ba0e4f42,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::flush,What valid choices or values are allowed for the 'flush' parameter of ansible.builtin.iptables?,bool,false,"",,,2.21.3,2026-08-18T12:17:47Z
7b3e75d1-1ecb-477c-a001-aeb4250e8835,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::limit,What type of value does the 'limit' parameter accept in the ansible.builtin.iptables module?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
353fccf9-c95a-4426-9869-08b182bdf354,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::limit,What is the default value for the 'limit' parameter if it is not specified?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
37653345-a145-4c85-9265-045e4364ea4b,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::limit,"What valid units or formats can be used when specifying the 'limit' parameter (for example, which time units are supported)?",str,,"",,,2.21.3,2026-08-18T12:17:47Z
7afed901-0a51-4a21-abff-06730dbcca10,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::match,"What type of value (for example, string, list, or dict) is expected for the 'match' parameter?",list,[],"",,,2.21.3,2026-08-18T12:17:47Z
a1ab0841-4d10-4c33-b515-371c45d536e8,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::match,"If the 'match' parameter is not specified, what default value will be used?",list,[],"",,,2.21.3,2026-08-18T12:17:47Z
1f6b8ae4-f27f-49a5-95e7-241c71dbfc32,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::match,What are the valid choices or allowed match names/values that can be supplied to the 'match' parameter?,list,[],"",,,2.21.3,2026-08-18T12:17:47Z
d9a2af75-bb22-4a33-aab9-a5a4b11c9b1f,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::state,What are the valid choices for the state parameter of the ansible.builtin.iptables module?,str,present,absent|present,,,2.21.3,2026-08-18T12:17:47Z
44b18d7b-bbdb-4641-b393-0ce53ffb9622,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::state,What is the default value for the state parameter in ansible.builtin.iptables?,str,present,absent|present,,,2.21.3,2026-08-18T12:17:47Z
ed15522f-044c-45b2-9783-e3d82a1ccdc3,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::state,What type of value does the state parameter accept in the ansible.builtin.iptables module?,str,present,absent|present,,,2.21.3,2026-08-18T12:17:47Z
7356f909-2489-4e10-9b71-9aa2ec174506,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::table,What data type is the table parameter for the ansible.builtin.iptables module expected to be?,str,filter,filter|nat|mangle|raw|security,,,2.21.3,2026-08-18T12:17:47Z
15352751-f01a-48f7-90a7-2af5b7103fd3,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::table,What is the default value of the table parameter in ansible.builtin.iptables?,str,filter,filter|nat|mangle|raw|security,,,2.21.3,2026-08-18T12:17:47Z
fcf68dea-1b4d-4a3a-bb77-810df6ced28d,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::table,Which valid choices are allowed for the table parameter of ansible.builtin.iptables?,str,filter,filter|nat|mangle|raw|security,,,2.21.3,2026-08-18T12:17:47Z
1ce4d594-4684-41d0-84fc-abfa5e99bcc6,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::action,What type is the action parameter expected to be for the ansible.builtin.iptables module?,str,append,append|insert,,,2.21.3,2026-08-18T12:17:47Z
194502b9-db9d-4d70-ab07-fee12db9ac6a,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::action,What is the default value used for the action parameter if it is not specified?,str,append,append|insert,,,2.21.3,2026-08-18T12:17:47Z
1bbe7ebf-a4ca-4395-9017-2636d53da065,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::action,What are the valid choices permitted for the action parameter?,str,append,append|insert,,,2.21.3,2026-08-18T12:17:47Z
03d23e66-1ea7-4806-8a70-032129cbf80d,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::policy,What data type does the policy parameter accept?,str,,ACCEPT|DROP|QUEUE|RETURN,,,2.21.3,2026-08-18T12:17:47Z
b8407426-bee9-4b63-88ef-cc9c325b53de,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::policy,What is the default value of the policy parameter if it is not specified?,str,,ACCEPT|DROP|QUEUE|RETURN,,,2.21.3,2026-08-18T12:17:47Z
157102f7-393e-4122-a371-fea435433ef9,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::policy,What valid choices are allowed for the policy parameter?,str,,ACCEPT|DROP|QUEUE|RETURN,,,2.21.3,2026-08-18T12:17:47Z
44fadd0d-58d1-4601-8426-1bd1d18ee8f5,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::source,What data type(s) does the 'source' parameter accept?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
7b3c40a6-525b-45fb-8e8a-08a91dd051f8,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::source,What is the default value of the 'source' parameter when it is not provided?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
3efd98a1-0821-45b9-b6dc-684e8d073751,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::source,What valid formats or syntaxes are accepted for the 'source' parameter?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
28585fc5-dd6d-4a05-a21c-0d1f853ca0cf,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::comment,What data type does the comment parameter accept?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
fadf2d19-8ce9-461c-9d2a-597db93c61e5,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::comment,What is the default value of the comment parameter if none is provided?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
7fb782a5-0ddf-42a9-b506-520e6b97235d,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::comment,Are there any valid choices or restrictions (for example allowed characters or maximum length) for the comment parameter?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
94a5c111-33f9-49a6-8f14-682326c66165,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::ctstate,"What data type does the ctstate parameter expect (for example, a list or a single value)?",list,[],"",,,2.21.3,2026-08-18T12:17:47Z
6af69a8c-690c-4886-933a-067afcc4e679,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::ctstate,"If I omit the ctstate parameter, what default value will the module use?",list,[],"",,,2.21.3,2026-08-18T12:17:47Z
4084ade1-343e-4464-be23-c27c72a9ba3c,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::ctstate,Which specific connection-state values are valid to include in the ctstate parameter?,list,[],"",,,2.21.3,2026-08-18T12:17:47Z
dc58f512-2277-4aa8-9deb-362b6d7fb71c,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::gateway,"What data type does the gateway parameter accept (for example, a string, IP address, or other type)?",str,,"",,,2.21.3,2026-08-18T12:17:47Z
167b872c-09f9-4688-baca-8241f5ea493d,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::gateway,"Does the gateway parameter have a default value, and if so what is it?",str,,"",,,2.21.3,2026-08-18T12:17:47Z
0b4db9ec-06d7-4656-9cc3-1a1957a48231,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::gateway,What are the valid choices or formats for the gateway parameter when using the module?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
e1b818cc-c775-4ac8-af7e-7be316e587a8,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::numeric,What is the data type of the numeric parameter for the ansible.builtin.iptables module?,bool,false,"",,,2.21.3,2026-08-18T12:17:47Z
32944987-ca8f-45dd-bd3a-ee8790f06b59,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::numeric,What default value is used for the numeric parameter when it is not specified?,bool,false,"",,,2.21.3,2026-08-18T12:17:47Z
922691d3-fc78-4cdf-a4d7-9e85bf30f1aa,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::numeric,What valid values or choices are accepted for the numeric parameter?,bool,false,"",,,2.21.3,2026-08-18T12:17:47Z
6761ebae-19cb-4ea9-aa82-7c2a09c1d187,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::fragment,What type (data type) does the fragment parameter accept in the ansible.builtin.iptables module?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
6a67eda2-69ca-4e07-9fda-be3851372555,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::fragment,What is the default value for the fragment parameter when it is not specified?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
6da5a042-da55-4ead-adeb-c64da47c241c,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::fragment,What are the valid choices or allowed values for the fragment parameter?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
7be0240c-5805-45f7-b8d5-10c86a739a21,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::protocol,"What data type or value format should be supplied to the protocol parameter (for example, a string name or a numeric value)?",str,,"",,,2.21.3,2026-08-18T12:17:47Z
9716263e-b575-4173-9504-bebe6cb18a10,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::protocol,"If the protocol parameter is omitted, what default value is applied?",str,,"",,,2.21.3,2026-08-18T12:17:47Z
8e438df5-0a6b-4681-82cd-1192c1718913,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::protocol,"Which protocol identifiers are valid for the protocol parameter — are protocol names, numeric protocol numbers, special keywords (like all), or a leading ! for negation allowed?",str,,"",,,2.21.3,2026-08-18T12:17:47Z
fe7b3bbd-b0a0-4a11-b0d4-6b934b12f6a0,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::rule_num,What data type does the rule_num parameter accept in the ansible.builtin.iptables module?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
9115561f-5d5d-4f32-80d1-e8d708dfe605,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::rule_num,"If I do not set rule_num, what is its default value?",str,,"",,,2.21.3,2026-08-18T12:17:47Z
49e58e95-9e51-4c2c-906f-e448be633a02,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::rule_num,What are the valid choices or allowed range of values for the rule_num parameter?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
7d5575d8-70c5-470a-bc9f-dc0dc7f070bd,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::to_ports,What data type does the to_ports parameter accept in the ansible.builtin.iptables module?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
fbb329ea-91f7-468e-b1d3-8ddbf592cfa4,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::to_ports,"What is the default value for the to_ports parameter, if any?",str,,"",,,2.21.3,2026-08-18T12:17:47Z
1c35d8b1-7e3f-44e3-b380-04ee30458be9,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::to_ports,"What are the valid choices or formats accepted by to_ports (for example, can it be a single port or a port range)?",str,,"",,,2.21.3,2026-08-18T12:17:47Z
f77e84ff-a620-4763-9b61-472daa3be279,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::dst_range,What type of value should the dst_range parameter accept?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
206a594d-f7fb-4336-a598-34bede215d88,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::dst_range,What is the default value for the dst_range option in the ansible.builtin.iptables module?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
1755af5e-3e12-47f1-8299-48d8ca647b64,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::dst_range,What valid formats or choices are allowed for dst_range when using the iprange module?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
3a3a635b-c262-432a-a2c8-90182d0fc700,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::gid_owner,What data type is expected for the gid_owner parameter of the ansible.builtin.iptables module?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
d30d450d-0506-435a-846e-d35b531f037c,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::gid_owner,"If gid_owner is not specified, what is its default value?",str,,"",,,2.21.3,2026-08-18T12:17:47Z
8c35fcca-b0de-4755-99da-b4334b902db7,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::gid_owner,What valid choices or formats are accepted for the gid_owner parameter?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
32420011-e656-4dd0-816a-202f4960d73f,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::icmp_type,What data type or format does the icmp_type parameter accept?,str,,"",,,2.21.3,2026-08-18T12:17:47Z
7d6dd5c9-1803-4e82-b283-35e2c571bf13,ansible.builtin.iptables,parameter,ansible.builtin.iptables::param::icmp_type,"Is there a default value for the icmp_type parameter, and if so what is it?",str,,"",,,2.21.3,2026-08-18T12:17:47Z
